Time (s),Fᵧ (N)
2.4800000190734863,-1.0045486688613892
2.490000009536743,-1.0045486688613892
2.5,-0.9954494833946228
2.509999990463257,-0.9954494833946228
2.5199999809265137,-0.9590528011322021
2.5299999713897705,-0.9499536156654358
2.5399999618530273,-0.9226560592651367
2.549999952316284,-0.8862593173980713
2.559999942779541,-0.8498626351356506
2.569999933242798,-0.7861683368682861
2.5799999237060547,-0.731573224067688
2.5899999141693115,-0.6769781708717346
2.5999999046325684,-0.6041847467422485
2.609999895095825,-0.5495896339416504
2.619999885559082,-0.4767961800098419
2.630000114440918,-0.3858043849468231
2.640000104904175,-0.31301093101501465
2.6500000953674316,-0.24021747708320618
2.6600000858306885,-0.1674240380525589
2.6700000762939453,-0.09463059157133102
2.680000066757202,-0.0036387834697961807
2.690000057220459,0.06915466487407684
2.700000047683716,0.14194810390472412
2.7100000381469727,0.2329399138689041
2.7200000286102295,0.28753501176834106
2.7300000190734863,0.3694276213645935
2.740000009536743,0.4331218898296356
2.75,0.5150145292282104
2.759999990463257,0.5787087678909302
2.7699999809265137,0.6424030661582947
2.7799999713897705,0.6878989338874817
2.7899999618530273,0.7606924176216125
2.799999952316284,0.8061883449554443
2.809999942779541,0.8516842126846313
2.819999933242798,0.8880809545516968
2.8299999237060547,0.9244776368141174
2.8399999141693115,0.9426760077476501
2.8499999046325684,0.9608743786811829
2.859999895095825,0.9790727496147156
2.869999885559082,0.9790727496147156
2.880000114440918,0.9972711205482483
2.890000104904175,0.9790727496147156
2.9000000953674316,0.9790727496147156
2.9100000858306885,0.9608743786811829
2.9200000762939453,0.9426760077476501
2.930000066757202,0.9153785109519958
2.940000057220459,0.8880809545516968
2.950000047683716,0.8516842126846313
2.9600000381469727,0.797089159488678
2.9700000286102295,0.7333948612213135
2.9800000190734863,0.6697006225585938
2.990000009536743,0.6151055097579956
3,0.5423120856285095
3.009999990463257,0.46951860189437866
3.0199999809265137,0.40582436323165894
3.0299999713897705,0.3421300947666168
3.0399999618530273,0.26933664083480835
3.049999952316284,0.17834483087062836
3.059999942779541,0.09645220637321472
3.069999933242798,0.014559579081833363
3.0799999237060547,-0.05823386833071709
3.0899999141693115,-0.13102731108665466
3.0999999046325684,-0.20382076501846313
3.109999895095825,-0.2766141891479492
3.119999885559082,-0.3494076430797577
3.130000114440918,-0.42220109701156616
3.140000104904175,-0.49499452114105225
3.1500000953674316,-0.5677880048751831
3.1600000858306885,-0.6223830580711365
3.1700000762939453,-0.6951765418052673
3.180000066757202,-0.7406724095344543
3.190000057220459,-0.7952675223350525
3.200000047683716,-0.8498626351356506
3.2100000381469727,-0.8771601319313049
3.2200000286102295,-0.9226560592651367
3.2300000190734863,-0.9408544301986694
3.240000009536743,-0.9590528011322021
3.25,-0.9681519865989685
3.259999990463257,-0.9863502979278564
3.2699999809265137,-0.9863502979278564
3.2799999713897705,-0.9772511124610901
3.2899999618530273,-0.9681519269943237
3.299999952316284,-0.9590528011322021
3.309999942779541,-0.9226560592651367
3.319999933242798,-0.904457688331604
3.3299999237060547,-0.8771601319313049
3.3399999141693115,-0.8316642642021179
3.3499999046325684,-0.7952675223350525
3.359999895095825,-0.7406724095344543
3.369999885559082,-0.686077356338501
3.380000114440918,-0.6314822435379028
3.390000104904175,-0.5677880048751831
3.4000000953674316,-0.49499452114105225
3.4100000858306885,-0.42220109701156616
3.4200000762939453,-0.3494076430797577
3.430000066757202,-0.29481256008148193
3.440000057220459,-0.20382076501846313
3.450000047683716,-0.11282894760370255
3.4600000381469727,-0.04003550484776497
3.4700000286102295,0.03275793790817261
3.4800000190734863,0.1237497478723526
3.490000009536743,0.19654318690299988
3.5,0.26933664083480835
3.509999990463257,0.3421300947666168
