Time (s),Fᵧ (N),rᵧ (m)
1.7100000381469727,-1.7832661867141724,0.11746721714735031
1.7200000286102295,-1.7879890203475952,0.11798150837421417
1.7300000190734863,-1.7879890203475952,0.11838487535715103
1.7400000095367432,-1.7924551963806152,0.11869412660598755
1.75,-1.806187391281128,0.11889580637216568
1.7599999904632568,-1.8016698360443115,0.11900000274181366
1.7699999809265137,-1.7834458351135254,0.11900000274181366
1.7799999713897705,-1.7834458351135254,0.11900000274181366
1.7899999618530273,-1.7879890203475952,0.11900000274181366
1.7999999523162842,-1.7879890203475952,0.11900000274181366
1.809999942779541,-1.7742568254470825,0.11900000274181366
1.8200000524520874,-1.7697906494140625,0.11889243870973587
1.8300000429153442,-1.765093445777893,0.11858151108026505
1.840000033378601,-1.7515922784805298,0.11817814409732819
1.850000023841858,-1.7377574443817139,0.11766218394041061
1.8600000143051147,-1.7333940267562866,0.1169428601861
1.8700000047683716,-1.7195078134536743,0.11613613367080688
1.8799999952316284,-1.7012838125228882,0.11532940715551376
1.8899999856948853,-1.6969972848892212,0.11440335959196091
1.899999976158142,-1.6781572103500366,0.11327394843101501
1.909999966621399,-1.6655030250549316,0.11206386238336563
1.9199999570846558,-1.6598562002182007,0.11085377633571625
1.9299999475479126,-1.642402172088623,0.1095176488161087
1.940000057220459,-1.6283363103866577,0.10810588300228119
1.9500000476837158,-1.605107069015503,0.10669411718845367
1.9600000381469727,-1.5827761888504028,0.10528235137462616
1.9700000286102295,-1.5696086883544922,0.10373781621456146
1.9800000190734863,-1.555440068244934,0.1022588238120079
1.9900000095367432,-1.5281296968460083,0.10071093589067459
2,-1.5189919471740723,0.09923529624938965
2.009999990463257,-1.5098543167114258,0.09768403321504593
2.0199999809265137,-1.4825440645217896,0.09607058763504028
2.0299999713897705,-1.4681957960128784,0.09445714205503464
2.0399999618530273,-1.4422202110290527,0.09284369647502899
2.049999952316284,-1.4278719425201416,0.09123025089502335
2.059999942779541,-1.4043604135513306,0.0896168127655983
2.069999933242798,-1.3823119401931763,0.0881529450416565
2.0799999237060547,-1.3785130977630615,0.08674117922782898
2.0899999141693115,-1.3640621900558472,0.08532941341400146
2.0999999046325684,-1.3367518186569214,0.08376302570104599
2.109999895095825,-1.3185276985168457,0.08230587840080261
2.119999885559082,-1.3003036975860596,0.0808941200375557
2.130000114440918,-1.2820796966552734,0.0793226957321167
2.140000104904175,-1.2638555765151978,0.07787059247493744
2.1500000953674316,-1.2547179460525513,0.07662185281515121
2.1600000858306885,-1.2364940643310547,0.07524706423282623
2.1700000762939453,-1.2238398790359497,0.07400167733430862
2.180000066757202,-1.209157943725586,0.07279159128665924
2.190000057220459,-1.1909339427947998,0.07158151268959045
2.200000047683716,-1.1727099418640137,0.07037143409252167
2.2100000381469727,-1.1635721921920776,0.06916134059429169
2.2200000286102295,-1.1453481912612915,0.06777646392583847
2.2300000190734863,-1.1328480243682861,0.06654118001461029
2.240000009536743,-1.1270984411239624,0.06533109396696091
2.25,-1.1146496534347534,0.06412100791931152
2.259999990463257,-1.1088486909866333,0.063092440366745
2.2699999809265137,-1.081538438796997,0.06208403408527374
2.2799999713897705,-1.072400689125061,0.06107563152909279
2.2899999618530273,-1.0509681701660156,0.060067228972911835
2.299999952316284,-1.0450646877288818,0.0588705874979496
2.309999942779541,-1.0268405675888062,0.0578504242002964
2.319999933242798,-1.0177029371261597,0.056650418788194656
2.3299999237060547,-1.0145457983016968,0.05544034019112587
2.3399999141693115,-0.9843606948852539,0.054230257868766785
2.3499999046325684,-0.9690627455711365,0.053216807544231415
